NO_OUVRAGE,DATE,SURVERSE,sumMcTavish,maxMcTavish,sumBellevue,maxBellevue,sumAssomption,maxAssomption,sumTrudeau,maxTrudeau,sumStHubert,maxStHubert
4350-01D,2017-07-18,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-19,0,13,13,,0,0,0,75,75,46,46
4350-01D,2017-07-20,0,0,0,,268,0,0,88,80,4,2
4350-01D,2017-07-21,0,61,49,,0,0,0,0,0,8,8
4350-01D,2017-07-22,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-24,0,173,28,,261,200,30,152,25,131,20
4350-01D,2017-07-25,0,53,23,,13,40,20,15,6,19,12
4350-01D,2017-07-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-27,0,0,0,,15,0,0,0,0,0,0
4350-01D,2017-07-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-29,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-30,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-31,0,101,101,,0,330,255,366,366,8,8
4350-01D,2017-08-01,0,3,3,,0,0,0,0,0,0,0
4350-01D,2017-08-02,0,40,40,,0,50,50,0,0,84,84
4350-01D,2017-08-03,0,2,2,,0,0,0,0,0,0,0
4350-01D,2017-08-04,0,148,100,,138,10,10,306,279,228,154
4350-01D,2017-08-05,0,148,57,,50,60,20,121,37,98,38
4350-01D,2017-08-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-07,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-08,0,0,0,,0,0,0,2,2,0,0
4350-01D,2017-08-09,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-10,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-11,0,0,0,,15,0,0,0,0,0,0
4350-01D,2017-08-12,0,110,45,,110,170,110,55,31,63,25
4350-01D,2017-08-13,0,15,15,,7,10,10,6,6,10,8
4350-01D,2017-08-14,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-15,0,59,53,,101,30,20,69,57,68,58
4350-01D,2017-08-16,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-18,0,189,69,,182,140,60,180,75,157,60
4350-01D,2017-08-19,0,0,0,,0,11,11,0,0,0,0
4350-01D,2017-08-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-22,0,145,102,,135,260,170,87,68,175,157
4350-01D,2017-08-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-24,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-25,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-27,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-29,0,2,2,,0,0,0,0,0,0,0
4350-01D,2017-08-30,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-08-31,0,2,2,,0,10,10,5,3,20,10
4350-01D,2017-09-01,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-02,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-03,0,275,44,,196,280,60,236,37,244,55
4350-01D,2017-09-04,0,16,12,,22,30,20,15,9,19,15
4350-01D,2017-09-05,0,11,8,,20,60,40,6,4,10,8
4350-01D,2017-09-06,0,0,0,,0,0,0,0,0,2,2
4350-01D,2017-09-07,0,108,25,,86,70,20,167,123,150,40
4350-01D,2017-09-08,0,0,0,,0,0,0,3,3,0,0
4350-01D,2017-09-09,0,38,30,,15,0,0,3,3,5,5
4350-01D,2017-09-10,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-13,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-14,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-15,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-16,0,0,0,,0,0,0,2,2,0,0
4350-01D,2017-09-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-18,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-19,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-22,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-24,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-25,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-27,0,50,42,,36,60,50,50,50,20,10
4350-01D,2017-09-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-29,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-09-30,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-01,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-02,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-03,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-04,0,74,41,,67,100,40,47,21,69,40
4350-01D,2017-10-05,0,0,0,,0,0,0,0,0,2,2
4350-01D,2017-10-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-07,0,30,27,,35,30,20,31,31,38,28
4350-01D,2017-10-08,0,69,35,,70,191,80,54,38,130,96
4350-01D,2017-10-09,1,324,82,,298,170,80,279,65,326,65
4350-01D,2017-10-10,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-13,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-14,0,0,0,,0,0,0,0,0,4,2
4350-01D,2017-10-15,0,133,59,,87,160,60,93,30,114,48
4350-01D,2017-10-16,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-18,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-19,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-22,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-24,1,295,123,,240,272,107,298,120,139,40
4350-01D,2017-10-25,0,2,2,,0,10,10,0,0,2,2
4350-01D,2017-10-26,0,36,13,,16,30,20,24,9,64,12
4350-01D,2017-10-27,0,0,0,,0,0,0,0,0,2,2
4350-01D,2017-10-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-10-29,0,184,33,,271,280,59,223,44,142,26
4350-01D,2017-10-30,0,44,20,,50,110,30,31,17,50,15
4350-01D,2017-10-31,0,0,0,,0,0,0,0,0,8,8
4350-01D,2018-05-01,0,4,2,,3,11,6,7,5,4,2
4350-01D,2018-05-02,0,0,0,,0,33,17,0,0,0,0
4350-01D,2018-05-03,0,176,46,,91,99,25,125,45,136,42
4350-01D,2018-05-04,0,94,76,,39,30,11,46,31,49,35
4350-01D,2018-05-05,0,0,0,,0,21,11,0,0,0,0
4350-01D,2018-05-06,0,0,0,,0,7,7,0,0,0,0
4350-01D,2018-05-07,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-05-08,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-05-09,0,0,0,,0,9,9,0,0,0,0
4350-01D,2018-05-10,0,0,0,,0,36,18,0,0,4,2
4350-01D,2018-05-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-05-12,0,0,0,,0,6,6,0,0,0,0
4350-01D,2018-05-13,0,0,0,,0,8,8,0,0,0,0
4350-01D,2018-05-14,0,0,0,,0,2,2,0,0,0,0
4350-01D,2018-05-15,0,8,4,,10,10,4,3,3,13,8
4350-01D,2018-05-16,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-05-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-05-18,0,0,0,,0,8,5,0,0,0,0
4350-01D,2018-05-19,0,76,38,,42,77,41,57,39,92,40
4350-01D,2018-05-20,0,88,68,,91,100,35,91,69,83,63
4350-01D,2018-05-21,0,0,0,,0,12,5,0,0,0,0
4350-01D,2018-05-22,0,20,6,,20,5,5,21,14,61,23
4350-01D,2018-05-23,0,0,0,,0,8,8,0,0,0,0
4350-01D,2018-05-24,0,0,0,,0,8,8,0,0,0,0
4350-01D,2018-05-25,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-05-26,0,57,31,,154,45,33,80,51,45,28
4350-01D,2018-05-27,0,10,10,,0,32,21,2,2,52,42
4350-01D,2018-05-28,0,6,6,,0,36,36,12,9,63,58
4350-01D,2018-05-29,0,0,0,,0,4,4,0,0,2,2
4350-01D,2018-05-30,0,0,0,,0,7,7,0,0,0,0
4350-01D,2018-05-31,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-06-01,0,8,8,,0,31,29,0,0,5,5
4350-01D,2018-06-02,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-06-03,0,0,0,,21,0,0,0,0,0,0
4350-01D,2018-06-04,0,289,34,,339,219,29,258,27,263,25
4350-01D,2018-06-05,0,21,15,,8,14,5,0,0,10,2
4350-01D,2018-06-06,0,0,0,,4,0,0,0,0,0,0
4350-01D,2018-06-07,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-06-08,0,0,0,,0,5,5,0,0,124,106
4350-01D,2018-06-09,0,0,0,,0,6,4,0,0,0,0
4350-01D,2018-06-10,0,0,0,,0,2,2,0,0,0,0
4350-01D,2018-06-11,0,0,0,,0,11,6,0,0,0,0
4350-01D,2018-06-12,0,0,0,,0,5,5,0,0,0,0
4350-01D,2018-06-13,0,39,15,,34,101,64,33,11,34,12
4350-01D,2018-06-14,0,116,33,,82,57,38,100,39,36,12
4350-01D,2018-06-15,0,2,2,,0,2,2,0,0,0,0
4350-01D,2018-06-16,0,0,0,,0,11,4,0,0,0,0
4350-01D,2018-06-17,0,0,0,,0,2,2,0,0,0,0
4350-01D,2018-06-18,1,279,103,,93,321,132,211,96,407,124
4350-01D,2018-06-19,0,0,0,,0,4,2,0,0,0,0
4350-01D,2018-06-20,0,0,0,,8,7,3,0,0,8,8
4350-01D,2018-06-21,0,0,0,,0,14,8,0,0,0,0
4350-01D,2018-06-22,0,0,0,,0,9,4,0,0,0,0
4350-01D,2018-06-23,0,7,4,,25,81,49,22,10,15,8
4350-01D,2018-06-24,0,76,25,,47,75,19,56,13,119,32
4350-01D,2018-06-25,0,0,0,,0,4,2,0,0,0,0
4350-01D,2018-06-26,0,0,0,,0,9,4,0,0,0,0
4350-01D,2018-06-27,0,7,7,,8,9,3,4,4,14,12
4350-01D,2018-06-28,0,15,11,,7,13,6,8,8,7,5
4350-01D,2018-06-29,0,0,0,,0,3,3,0,0,0,0
4350-01D,2018-06-30,0,0,0,,33,10,4,58,58,0,0
4350-01D,2018-07-01,0,0,0,,0,10,4,0,0,0,0
4350-01D,2018-07-02,0,0,0,,0,16,13,0,0,0,0
4350-01D,2018-07-03,0,0,0,,0,2,2,0,0,0,0
4350-01D,2018-07-04,0,0,0,,0,8,5,0,0,0,0
4350-01D,2018-07-05,0,0,0,,0,6,4,0,0,0,0
4350-01D,2018-07-06,0,32,32,,0,49,31,0,0,25,25
4350-01D,2018-07-07,0,0,0,,0,5,3,0,0,0,0
4350-01D,2018-07-08,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-07-09,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-07-10,0,2,2,,0,25,14,0,0,15,15
4350-01D,2018-07-11,0,0,0,,0,8,3,0,0,0,0
4350-01D,2018-07-12,0,0,0,,0,10,5,0,0,0,0
4350-01D,2018-07-13,0,0,0,,0,7,4,0,0,0,0
4350-01D,2018-07-14,0,0,0,,0,24,6,0,0,4,2
4350-01D,2018-07-15,0,0,0,,0,7,4,0,0,0,0
4350-01D,2018-07-16,0,0,0,,0,9,3,0,0,0,0
4350-01D,2018-07-17,1,287,132,,256,193,61,320,171,141,78
4350-01D,2018-07-18,0,0,0,,0,5,5,0,0,0,0
4350-01D,2018-07-19,0,0,0,,0,8,3,0,0,0,0
4350-01D,2018-07-20,0,0,0,,0,13,4,0,0,0,0
4350-01D,2018-07-21,0,0,0,,0,2,2,0,0,0,0
4350-01D,2018-07-22,0,47,19,,57,59,25,34,12,20,10
4350-01D,2018-07-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-07-24,0,12,12,,0,6,3,0,0,14,10
4350-01D,2018-07-25,1,387,257,,159,430,261,287,115,255,183
4350-01D,2018-07-26,0,9,9,,5,80,53,266,216,18,13
4350-01D,2018-07-27,0,0,0,,0,3,3,0,0,0,0
4350-01D,2018-07-28,0,37,37,,120,19,8,14,12,43,43
4350-01D,2018-07-29,0,0,0,,0,9,7,0,0,0,0
4350-01D,2018-07-30,0,0,0,,0,14,8,0,0,0,0
4350-01D,2018-07-31,0,0,0,,0,9,3,0,0,0,0
4350-01D,2018-08-01,0,73,53,,0,6,3,34,27,63,35
4350-01D,2018-08-02,0,3,3,,0,7,7,3,3,20,18
4350-01D,2018-08-03,0,0,0,,0,6,3,0,0,0,0
4350-01D,2018-08-04,0,4,4,,120,18,4,17,17,5,5
4350-01D,2018-08-05,0,0,0,,0,14,6,0,0,0,0
4350-01D,2018-08-06,0,12,9,,183,0,0,90,79,9,5
4350-01D,2018-08-07,0,5,5,,11,22,16,9,4,5,5
4350-01D,2018-08-08,0,30,11,,37,41,14,35,10,75,30
4350-01D,2018-08-09,0,40,17,,111,77,66,49,22,24,12
4350-01D,2018-08-10,0,0,0,,0,4,4,0,0,0,0
4350-01D,2018-08-11,0,0,0,,0,16,4,0,0,0,0
4350-01D,2018-08-12,0,9,6,,0,21,9,0,0,0,0
4350-01D,2018-08-13,0,0,0,,0,11,9,0,0,0,0
4350-01D,2018-08-14,0,41,37,,0,12,3,75,75,0,0
4350-01D,2018-08-17,0,41,21,,17,63,33,27,10,48,28
4350-01D,2018-08-18,0,0,0,,0,6,3,0,0,0,0
4350-01D,2018-08-21,0,0,0,,1,19,14,2,2,2,2
4350-01D,2018-08-22,0,26,10,,3,11,5,4,2,20,8
4350-01D,2018-08-23,0,0,0,,0,4,4,2,2,0,0
4350-01D,2018-08-24,0,0,0,,0,4,2,0,0,0,0
4350-01D,2018-08-25,0,0,0,,0,12,6,0,0,0,0
4350-01D,2018-08-26,0,84,45,,22,0,0,158,108,89,38
4350-01D,2018-08-27,0,0,0,,0,15,6,2,2,2,2
4350-01D,2018-08-28,0,146,50,,2,223,95,89,44,87,48
4350-01D,2018-08-29,0,8,5,,21,37,25,15,13,10,8
4350-01D,2018-08-30,0,0,0,,0,11,8,2,2,0,0
4350-01D,2018-08-31,0,0,0,,0,8,3,0,0,0,0
4350-01D,2018-09-01,0,4,4,,0,2,2,0,0,0,0
4350-01D,2018-09-02,0,89,31,,90,502,201,96,69,290,76
4350-01D,2018-09-03,0,59,37,,81,204,88,39,33,122,102
4350-01D,2018-09-04,0,0,0,,0,6,6,2,2,0,0
4350-01D,2018-09-05,0,5,3,,0,48,22,10,8,10,8
4350-01D,2018-09-06,0,0,0,,0,9,9,0,0,0,0
4350-01D,2018-09-07,0,0,0,,0,213,103,0,0,0,0
4350-01D,2018-09-08,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-09-09,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-09-10,0,81,55,,141,56,51,113,66,92,73
4350-01D,2018-09-11,0,170,50,,72,95,45,128,48,139,75
4350-01D,2018-09-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-09-13,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-09-14,0,0,0,,0,0,0,0,0,2,2
4350-01D,2018-09-15,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-09-16,0,2,2,,0,0,0,0,0,0,0
4350-01D,2018-09-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-09-18,0,0,0,,0,0,0,2,2,0,0
4350-01D,2018-09-19,0,0,0,,0,0,0,2,2,0,0
4350-01D,2018-09-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-09-21,1,363,179,,361,363,107,329,143,293,91
4350-01D,2018-09-22,0,2,2,,0,0,0,4,2,0,0
4350-01D,2018-09-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-09-24,0,0,0,,0,0,0,2,2,0,0
4350-01D,2018-09-25,0,75,22,,50,86,34,39,22,72,28
4350-01D,2018-09-26,0,85,46,,74,62,22,40,20,43,12
4350-01D,2018-09-27,0,2,2,,0,0,0,2,2,0,0
4350-01D,2018-09-28,0,0,0,,14,0,0,3,3,2,2
4350-01D,2018-09-29,0,12,4,,14,10,7,13,5,2,2
4350-01D,2018-09-30,0,2,2,,11,0,0,4,2,2,2
4350-01D,2018-10-01,0,8,2,,9,0,0,11,5,7,5
4350-01D,2018-10-02,0,104,20,,83,53,12,76,19,99,18
4350-01D,2018-10-03,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-04,0,15,12,,23,42,24,20,10,17,12
4350-01D,2018-10-05,0,4,2,,0,0,0,0,0,0,0
4350-01D,2018-10-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-07,0,0,0,,2,0,0,0,0,4,2
4350-01D,2018-10-08,0,148,102,,92,33,17,123,77,161,106
4350-01D,2018-10-09,0,56,51,,46,5,3,57,55,66,51
4350-01D,2018-10-10,0,120,63,,42,59,25,45,21,86,50
4350-01D,2018-10-11,0,81,29,,53,72,17,71,28,102,35
4350-01D,2018-10-12,0,3,3,,0,2,2,0,0,0,0
4350-01D,2018-10-13,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-14,0,3,3,,0,0,0,2,2,0,0
4350-01D,2018-10-15,0,51,19,,49,51,18,43,11,41,20
4350-01D,2018-10-16,0,0,0,,0,0,0,2,2,0,0
4350-01D,2018-10-17,0,0,0,,0,0,0,0,0,2,2
4350-01D,2018-10-18,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-19,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-20,0,0,0,,10,4,4,5,5,10,10
4350-01D,2018-10-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-22,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-23,0,0,0,,0,0,0,0,0,2,2
4350-01D,2018-10-24,0,18,7,,3,12,5,10,3,32,10
4350-01D,2018-10-25,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-27,0,101,40,,66,71,19,81,29,101,32
4350-01D,2018-10-28,0,88,21,,75,95,13,58,13,60,8
4350-01D,2018-10-29,0,13,3,,14,20,10,13,5,17,5
4350-01D,2018-10-30,0,0,0,,0,0,0,0,0,0,0
4350-01D,2018-10-31,0,85,16,,95,78,20,80,14,75,15
