NO_OUVRAGE,date,SURVERSE
4600-03D,2015-07-19,0
4600-03D,2015-07-20,0
4600-03D,2015-07-21,0
4600-03D,2015-07-22,0
4600-03D,2015-07-23,0
4600-03D,2015-07-24,0
4600-03D,2015-07-25,0
4600-03D,2015-07-26,0
4600-03D,2015-07-27,0
4600-03D,2015-07-28,0
4600-03D,2015-07-29,0
4600-03D,2015-07-30,0
4600-03D,2015-07-31,0
4610-01D,2015-07-01,0
4610-01D,2015-07-02,0
4610-01D,2015-07-03,0
4610-01D,2015-07-04,0
4610-01D,2015-07-05,0
4610-01D,2015-07-06,0
4610-01D,2015-07-07,0
4610-01D,2015-07-08,0
4610-01D,2015-07-09,0
4610-01D,2015-07-10,0
4610-01D,2015-07-11,0
4610-01D,2015-07-12,0
4610-01D,2015-07-13,0
4610-01D,2015-07-14,0
4610-01D,2015-07-15,0
4610-01D,2015-07-16,0
4610-01D,2015-07-17,0
4610-01D,2015-07-18,0
4610-01D,2015-07-19,0
4610-01D,2015-07-20,0
4610-01D,2015-07-21,0
4610-01D,2015-07-22,0
4610-01D,2015-07-23,0
4610-01D,2015-07-24,0
4610-01D,2015-07-25,0
4610-01D,2015-07-26,0
4610-01D,2015-07-27,0
4610-01D,2015-07-28,0
4610-01D,2015-07-29,0
4610-01D,2015-07-30,0
4610-01D,2015-07-31,0
4610-06D,2015-07-01,0
4610-06D,2015-07-02,0
4610-06D,2015-07-03,0
4610-06D,2015-07-04,0
4610-06D,2015-07-05,0
4610-06D,2015-07-06,0
4610-06D,2015-07-07,0
4610-06D,2015-07-08,0
4610-06D,2015-07-09,0
4610-06D,2015-07-10,0
4610-06D,2015-07-11,0
4610-06D,2015-07-12,0
4610-06D,2015-07-13,0
4610-06D,2015-07-14,0
4610-06D,2015-07-15,0
4610-06D,2015-07-16,0
4610-06D,2015-07-17,0
4610-06D,2015-07-18,0
4610-06D,2015-07-19,0
4610-06D,2015-07-20,0
4610-06D,2015-07-21,0
4610-06D,2015-07-22,0
4610-06D,2015-07-23,0
4610-06D,2015-07-24,0
4610-06D,2015-07-25,0
4610-06D,2015-07-26,0
4610-06D,2015-07-27,0
4610-06D,2015-07-28,0
4610-06D,2015-07-29,0
4610-06D,2015-07-30,0
4610-06D,2015-07-31,0
4610-08D,2015-07-01,0
4610-08D,2015-07-02,0
4610-08D,2015-07-03,0
4610-08D,2015-07-04,0
4610-08D,2015-07-05,0
4610-08D,2015-07-06,0
4610-08D,2015-07-07,0
4610-08D,2015-07-08,0
4610-08D,2015-07-09,0
4610-08D,2015-07-10,0
4610-08D,2015-07-11,0
4610-08D,2015-07-12,0
4610-08D,2015-07-13,0
4610-08D,2015-07-14,0
4610-08D,2015-07-15,0
4610-08D,2015-07-16,0
4610-08D,2015-07-17,0
4610-08D,2015-07-18,0
4610-08D,2015-07-19,0
4610-08D,2015-07-20,0
4610-08D,2015-07-21,0
4610-08D,2015-07-22,0
4610-08D,2015-07-23,0
4610-08D,2015-07-24,0
4610-08D,2015-07-25,0
4610-08D,2015-07-26,0
4610-08D,2015-07-27,0
4610-08D,2015-07-28,0
4610-08D,2015-07-29,0
4610-08D,2015-07-30,0
4610-08D,2015-07-31,0
4610-09D,2015-07-01,0
4610-09D,2015-07-02,0
4610-09D,2015-07-03,0
4610-09D,2015-07-04,0
4610-09D,2015-07-05,0
4610-09D,2015-07-06,0
4610-09D,2015-07-07,0
4610-09D,2015-07-08,0
4610-09D,2015-07-09,0
4610-09D,2015-07-10,0
4610-09D,2015-07-11,0
4610-09D,2015-07-12,0
4610-09D,2015-07-13,0
4610-09D,2015-07-14,0
4610-09D,2015-07-15,0
4610-09D,2015-07-16,0
4610-09D,2015-07-17,0
4610-09D,2015-07-18,0
4610-09D,2015-07-19,0
4610-09D,2015-07-20,0
4610-09D,2015-07-21,0
4610-09D,2015-07-22,0
4610-09D,2015-07-23,0
4610-09D,2015-07-24,0
4610-09D,2015-07-25,0
4610-09D,2015-07-26,0
4610-09D,2015-07-27,0
4610-09D,2015-07-28,0
4610-09D,2015-07-29,0
4610-09D,2015-07-30,0
4610-09D,2015-07-31,0
4620-01D,2015-07-01,0
4620-01D,2015-07-02,0
4620-01D,2015-07-03,0
4620-01D,2015-07-04,0
4620-01D,2015-07-05,0
4620-01D,2015-07-06,0
4620-01D,2015-07-07,0
4620-01D,2015-07-08,0
4620-01D,2015-07-09,0
4620-01D,2015-07-10,0
4620-01D,2015-07-11,0
4620-01D,2015-07-12,0
4620-01D,2015-07-13,0
4620-01D,2015-07-14,0
4620-01D,2015-07-15,0
4620-01D,2015-07-16,0
4620-01D,2015-07-17,0
4620-01D,2015-07-18,0
4620-01D,2015-07-19,0
4620-01D,2015-07-20,0
4620-01D,2015-07-21,0
4620-01D,2015-07-22,0
4620-01D,2015-07-23,0
4620-01D,2015-07-24,0
4620-01D,2015-07-25,0
4620-01D,2015-07-26,0
4620-01D,2015-07-27,0
4620-01D,2015-07-28,0
4620-01D,2015-07-29,0
4620-01D,2015-07-30,0
4620-01D,2015-07-31,0
4620-02D,2015-07-01,0
4620-02D,2015-07-02,0
4620-02D,2015-07-03,0
4620-02D,2015-07-04,0
4620-02D,2015-07-05,0
4620-02D,2015-07-06,0
4620-02D,2015-07-07,0
4620-02D,2015-07-08,0
4620-02D,2015-07-09,0
4620-02D,2015-07-10,0
4620-02D,2015-07-11,0
4620-02D,2015-07-12,0
4620-02D,2015-07-13,0
4620-02D,2015-07-14,0
4620-02D,2015-07-15,0
4620-02D,2015-07-16,0
4620-02D,2015-07-17,0
4620-02D,2015-07-18,0
4620-02D,2015-07-19,0
4620-02D,2015-07-20,0
4620-02D,2015-07-21,0
4620-02D,2015-07-22,0
4620-02D,2015-07-23,0
4620-02D,2015-07-24,0
4620-02D,2015-07-25,0
4620-02D,2015-07-26,0
4620-02D,2015-07-27,0
4620-02D,2015-07-28,0
4620-02D,2015-07-29,0
4620-02D,2015-07-30,0
4620-02D,2015-07-31,0
4620-03D,2015-07-01,0
4620-03D,2015-07-02,0
4620-03D,2015-07-03,0
4620-03D,2015-07-04,0
4620-03D,2015-07-05,0
4620-03D,2015-07-06,0
4620-03D,2015-07-07,0
4620-03D,2015-07-08,0
4620-03D,2015-07-09,0
4620-03D,2015-07-10,0
4620-03D,2015-07-11,0
4620-03D,2015-07-12,0
4620-03D,2015-07-13,0
4620-03D,2015-07-14,0
4620-03D,2015-07-15,0
4620-03D,2015-07-16,0
4620-03D,2015-07-17,0
4620-03D,2015-07-18,0
4620-03D,2015-07-19,0
4620-03D,2015-07-20,0
4620-03D,2015-07-21,0
4620-03D,2015-07-22,0
4620-03D,2015-07-23,0
4620-03D,2015-07-24,0
4620-03D,2015-07-25,0
4620-03D,2015-07-26,0
4620-03D,2015-07-27,0
4620-03D,2015-07-28,0
4620-03D,2015-07-29,0
4620-03D,2015-07-30,0
4620-03D,2015-07-31,0
4620-05D,2015-07-01,0
4620-05D,2015-07-02,0
4620-05D,2015-07-03,0
4620-05D,2015-07-04,0
4620-05D,2015-07-05,0
4620-05D,2015-07-06,0
4620-05D,2015-07-07,0
4620-05D,2015-07-08,0
4620-05D,2015-07-09,0
4620-05D,2015-07-10,0
4620-05D,2015-07-11,0
4620-05D,2015-07-12,0
4620-05D,2015-07-13,0
4620-05D,2015-07-14,0
4620-05D,2015-07-15,0
4620-05D,2015-07-16,0
4620-05D,2015-07-17,0
4620-05D,2015-07-18,0
4620-05D,2015-07-19,0
4620-05D,2015-07-20,0
4620-05D,2015-07-21,0
4620-05D,2015-07-22,0
4620-05D,2015-07-23,0
4620-05D,2015-07-24,0
4620-05D,2015-07-25,0
4620-05D,2015-07-26,0
4620-05D,2015-07-27,0
4620-05D,2015-07-28,0
4620-05D,2015-07-29,0
4620-05D,2015-07-30,0
4620-05D,2015-07-31,0
4620-06D,2015-07-01,0
4620-06D,2015-07-02,0
4620-06D,2015-07-03,0
4620-06D,2015-07-04,0
4620-06D,2015-07-05,0
4620-06D,2015-07-06,0
4620-06D,2015-07-07,0
4620-06D,2015-07-08,0
4620-06D,2015-07-09,0
4620-06D,2015-07-10,0
4620-06D,2015-07-11,0
4620-06D,2015-07-12,0
4620-06D,2015-07-13,0
4620-06D,2015-07-14,0
4620-06D,2015-07-15,0
4620-06D,2015-07-16,0
4620-06D,2015-07-17,0
4620-06D,2015-07-18,0
4620-06D,2015-07-19,0
4620-06D,2015-07-20,0
4620-06D,2015-07-21,0
4620-06D,2015-07-22,0
4620-06D,2015-07-23,0
4620-06D,2015-07-24,0
4620-06D,2015-07-25,0
4620-06D,2015-07-26,0
4620-06D,2015-07-27,0
4620-06D,2015-07-28,0
4620-06D,2015-07-29,0
4620-06D,2015-07-30,0
4620-06D,2015-07-31,0
4620-07D,2015-07-01,0
4620-07D,2015-07-02,0
4620-07D,2015-07-03,0
4620-07D,2015-07-04,0
4620-07D,2015-07-05,0
4620-07D,2015-07-06,0
4620-07D,2015-07-07,0
4620-07D,2015-07-08,0
4620-07D,2015-07-09,0
4620-07D,2015-07-10,0
4620-07D,2015-07-11,0
4620-07D,2015-07-12,0
4620-07D,2015-07-13,0
4620-07D,2015-07-14,0
4620-07D,2015-07-15,0
4620-07D,2015-07-16,0
4620-07D,2015-07-17,0
4620-07D,2015-07-18,0
4620-07D,2015-07-19,0
4620-07D,2015-07-20,0
4620-07D,2015-07-21,0
4620-07D,2015-07-22,0
4620-07D,2015-07-23,0
4620-07D,2015-07-24,0
4620-07D,2015-07-25,0
4620-07D,2015-07-26,0
4620-07D,2015-07-27,0
4620-07D,2015-07-28,0
4620-07D,2015-07-29,0
4620-07D,2015-07-30,0
4620-07D,2015-07-31,0
4620-08D,2015-07-01,0
4620-08D,2015-07-02,0
4620-08D,2015-07-03,0
4620-08D,2015-07-04,0
4620-08D,2015-07-05,0
4620-08D,2015-07-06,0
4620-08D,2015-07-07,0
4620-08D,2015-07-08,0
4620-08D,2015-07-09,0
4620-08D,2015-07-10,0
4620-08D,2015-07-11,0
4620-08D,2015-07-12,0
4620-08D,2015-07-13,0
4620-08D,2015-07-14,0
4620-08D,2015-07-15,0
4620-08D,2015-07-16,0
4620-08D,2015-07-17,0
4620-08D,2015-07-18,0
4620-08D,2015-07-19,0
4620-08D,2015-07-20,0
4620-08D,2015-07-21,0
4620-08D,2015-07-22,0
4620-08D,2015-07-23,0
4620-08D,2015-07-24,0
4620-08D,2015-07-25,0
4620-08D,2015-07-26,0
4620-08D,2015-07-27,0
4620-08D,2015-07-28,0
4620-08D,2015-07-29,0
4620-08D,2015-07-30,0
4620-08D,2015-07-31,0
4630-01D,2015-07-01,0
4630-01D,2015-07-02,0
4630-01D,2015-07-03,0
4630-01D,2015-07-04,0
4630-01D,2015-07-05,0
4630-01D,2015-07-06,0
4630-01D,2015-07-07,0
4630-01D,2015-07-08,0
4630-01D,2015-07-09,0
4630-01D,2015-07-10,0
4630-01D,2015-07-11,0
4630-01D,2015-07-12,0
4630-01D,2015-07-13,0
4630-01D,2015-07-14,0
4630-01D,2015-07-15,0
4630-01D,2015-07-16,0
4630-01D,2015-07-17,0
4630-01D,2015-07-18,0
4630-01D,2015-07-19,0
4630-01D,2015-07-20,0
4630-01D,2015-07-21,0
4630-01D,2015-07-22,0
4630-01D,2015-07-23,0
4630-01D,2015-07-24,0
4630-01D,2015-07-25,0
4630-01D,2015-07-26,0
4630-01D,2015-07-27,0
4630-01D,2015-07-28,0
4630-01D,2015-07-29,0
4630-01D,2015-07-30,0
4630-01D,2015-07-31,0
4710-01D,2015-07-01,0
4710-01D,2015-07-02,0
4710-01D,2015-07-03,0
4710-01D,2015-07-04,0
4710-01D,2015-07-05,0
4710-01D,2015-07-06,0
4710-01D,2015-07-07,0
4710-01D,2015-07-08,0
4710-01D,2015-07-09,0
4710-01D,2015-07-10,0
4710-01D,2015-07-11,0
4710-01D,2015-07-12,0
4710-01D,2015-07-13,0
4710-01D,2015-07-14,0
4710-01D,2015-07-15,0
4710-01D,2015-07-16,0
4710-01D,2015-07-17,0
4710-01D,2015-07-18,0
4710-01D,2015-07-19,0
4710-01D,2015-07-20,0
4710-01D,2015-07-21,0
4710-01D,2015-07-22,0
4710-01D,2015-07-23,0
4710-01D,2015-07-24,0
4710-01D,2015-07-25,0
4710-01D,2015-07-26,0
4710-01D,2015-07-27,0
4710-01D,2015-07-28,0
4710-01D,2015-07-29,0
4710-01D,2015-07-30,0
4710-01D,2015-07-31,0
4710-02D,2015-07-01,0
4710-02D,2015-07-02,0
4710-02D,2015-07-03,0
4710-02D,2015-07-04,0
4710-02D,2015-07-05,0
4710-02D,2015-07-06,0
4710-02D,2015-07-07,0
4710-02D,2015-07-08,0
4710-02D,2015-07-09,0
4710-02D,2015-07-10,0
4710-02D,2015-07-11,0
4710-02D,2015-07-12,0
4710-02D,2015-07-13,0
4710-02D,2015-07-14,0
4710-02D,2015-07-15,0
4710-02D,2015-07-16,0
4710-02D,2015-07-17,0
4710-02D,2015-07-18,0
4710-02D,2015-07-19,0
4710-02D,2015-07-20,0
4710-02D,2015-07-21,0
4710-02D,2015-07-22,0
4710-02D,2015-07-23,0
4710-02D,2015-07-24,0
4710-02D,2015-07-25,0
4710-02D,2015-07-26,0
4710-02D,2015-07-27,0
4710-02D,2015-07-28,0
4710-02D,2015-07-29,0
4710-02D,2015-07-30,0
4710-02D,2015-07-31,0
4720-01D,2015-07-01,1
4720-01D,2015-07-02,0
4720-01D,2015-07-03,0
4720-01D,2015-07-04,0
4720-01D,2015-07-05,0
4720-01D,2015-07-06,0
4720-01D,2015-07-07,0
4720-01D,2015-07-08,1
4720-01D,2015-07-09,0
4720-01D,2015-07-10,0
4720-01D,2015-07-11,0
4720-01D,2015-07-12,0
4720-01D,2015-07-13,0
4720-01D,2015-07-14,0
4720-01D,2015-07-15,0
4720-01D,2015-07-16,0
4720-01D,2015-07-17,0
4720-01D,2015-07-18,0
4720-01D,2015-07-19,1
4720-01D,2015-07-20,0
4720-01D,2015-07-21,1
4720-01D,2015-07-22,0
4720-01D,2015-07-23,0
4720-01D,2015-07-24,0
4720-01D,2015-07-25,0
4720-01D,2015-07-26,0
4720-01D,2015-07-27,0
4720-01D,2015-07-28,0
4720-01D,2015-07-29,0
4720-01D,2015-07-30,0
4720-01D,2015-07-31,0
4760-01D,2015-07-01,0
4760-01D,2015-07-02,0
4760-01D,2015-07-03,0
4760-01D,2015-07-04,0
4760-01D,2015-07-05,0
4760-01D,2015-07-06,0
4760-01D,2015-07-07,0
4760-01D,2015-07-08,0
4760-01D,2015-07-09,0
4760-01D,2015-07-10,0
4760-01D,2015-07-11,0
4760-01D,2015-07-12,0
4760-01D,2015-07-13,0
4760-01D,2015-07-14,0
4760-01D,2015-07-15,0
4760-01D,2015-07-16,0
4760-01D,2015-07-17,0
4760-01D,2015-07-18,0
4760-01D,2015-07-19,1
4760-01D,2015-07-20,0
4760-01D,2015-07-21,1
4760-01D,2015-07-22,0
4760-01D,2015-07-23,0
4760-01D,2015-07-24,0
4760-01D,2015-07-25,0
4760-01D,2015-07-26,0
4760-01D,2015-07-27,1
4760-01D,2015-07-28,1
4760-01D,2015-07-29,0
4760-01D,2015-07-30,0
4760-01D,2015-07-31,0
4770-01D,2015-07-01,1
4770-01D,2015-07-02,0
4770-01D,2015-07-03,0
4770-01D,2015-07-04,0
4770-01D,2015-07-05,0
4770-01D,2015-07-06,0
4770-01D,2015-07-07,0
4770-01D,2015-07-08,0
4770-01D,2015-07-09,0
4770-01D,2015-07-10,0
4770-01D,2015-07-11,0
4770-01D,2015-07-12,0
4770-01D,2015-07-13,0
4770-01D,2015-07-14,0
4770-01D,2015-07-15,0
4770-01D,2015-07-16,0
4770-01D,2015-07-17,0
4770-01D,2015-07-18,0
4770-01D,2015-07-19,0
4770-01D,2015-07-20,0
4770-01D,2015-07-21,0
4770-01D,2015-07-22,0
4770-01D,2015-07-23,0
4770-01D,2015-07-24,0
4770-01D,2015-07-25,0
4770-01D,2015-07-26,0
4770-01D,2015-07-27,1
4770-01D,2015-07-28,0
4770-01D,2015-07-29,0
4770-01D,2015-07-30,0
4770-01D,2015-07-31,0
4790-01D,2015-07-01,0
4790-01D,2015-07-02,0
4790-01D,2015-07-03,0
4790-01D,2015-07-04,0
4790-01D,2015-07-05,0
4790-01D,2015-07-06,0
4790-01D,2015-07-07,0
4790-01D,2015-07-08,0
4790-01D,2015-07-09,0
4790-01D,2015-07-10,0
4790-01D,2015-07-11,0
4790-01D,2015-07-12,0
4790-01D,2015-07-13,0
4790-01D,2015-07-14,0
4790-01D,2015-07-15,0
4790-01D,2015-07-16,0
4790-01D,2015-07-17,0
4790-01D,2015-07-18,0
4790-01D,2015-07-19,0
4790-01D,2015-07-20,0
4790-01D,2015-07-21,0
4790-01D,2015-07-22,0
4790-01D,2015-07-23,0
4790-01D,2015-07-24,0
4790-01D,2015-07-25,0
4790-01D,2015-07-26,0
4790-01D,2015-07-27,0
4790-01D,2015-07-28,0
4790-01D,2015-07-29,0
4790-01D,2015-07-30,0
4790-01D,2015-07-31,0
4795-01D,2015-07-01,0
4795-01D,2015-07-02,0
4795-01D,2015-07-03,0
4795-01D,2015-07-04,0
4795-01D,2015-07-05,0
4795-01D,2015-07-06,0
4795-01D,2015-07-07,0
4795-01D,2015-07-08,0
4795-01D,2015-07-09,0
4795-01D,2015-07-10,0
4795-01D,2015-07-11,0
4795-01D,2015-07-12,0
4795-01D,2015-07-13,0
4795-01D,2015-07-14,0
4795-01D,2015-07-15,0
4795-01D,2015-07-16,0
4795-01D,2015-07-17,0
4795-01D,2015-07-18,0
4795-01D,2015-07-19,0
4795-01D,2015-07-20,0
4795-01D,2015-07-21,0
4795-01D,2015-07-22,0
4795-01D,2015-07-23,0
4795-01D,2015-07-24,0
4795-01D,2015-07-25,0
4795-01D,2015-07-26,0
4795-01D,2015-07-27,0
4795-01D,2015-07-28,0
4795-01D,2015-07-29,0
4795-01D,2015-07-30,0
4795-01D,2015-07-31,0
0642-01D,2015-08-01,0
0642-01D,2015-08-02,0
0642-01D,2015-08-03,0
0642-01D,2015-08-04,0
0642-01D,2015-08-05,0
0642-01D,2015-08-06,0
0642-01D,2015-08-07,0
0642-01D,2015-08-08,0
0642-01D,2015-08-09,0
0642-01D,2015-08-10,0
0642-01D,2015-08-11,0
0642-01D,2015-08-12,0
0642-01D,2015-08-13,0
0642-01D,2015-08-14,0
0642-01D,2015-08-15,0
0642-01D,2015-08-16,0
0642-01D,2015-08-17,0
0642-01D,2015-08-18,0
0642-01D,2015-08-19,0
0642-01D,2015-08-20,0
0642-01D,2015-08-21,0
0642-01D,2015-08-22,0
0642-01D,2015-08-23,0
0642-01D,2015-08-24,0
0642-01D,2015-08-25,0
0642-01D,2015-08-26,0
0642-01D,2015-08-27,0
0642-01D,2015-08-28,0
0642-01D,2015-08-29,0
0642-01D,2015-08-30,0
0642-01D,2015-08-31,0
0672-01D,2015-08-01,0
0672-01D,2015-08-02,0
0672-01D,2015-08-03,0
0672-01D,2015-08-04,0
0672-01D,2015-08-05,0
0672-01D,2015-08-06,0
0672-01D,2015-08-07,0
0672-01D,2015-08-08,0
0672-01D,2015-08-09,0
0672-01D,2015-08-10,0
0672-01D,2015-08-11,0
0672-01D,2015-08-12,0
0672-01D,2015-08-13,0
0672-01D,2015-08-14,0
0672-01D,2015-08-15,0
0672-01D,2015-08-16,0
0672-01D,2015-08-17,0
0672-01D,2015-08-18,0
0672-01D,2015-08-19,0
0672-01D,2015-08-20,0
0672-01D,2015-08-21,0
0672-01D,2015-08-22,0
0672-01D,2015-08-23,0
0672-01D,2015-08-24,0
0672-01D,2015-08-25,0
0672-01D,2015-08-26,0
0672-01D,2015-08-27,0
0672-01D,2015-08-28,0
0672-01D,2015-08-29,0
0672-01D,2015-08-30,0
0672-01D,2015-08-31,0
0672-02D,2015-08-01,0
0672-02D,2015-08-02,0
0672-02D,2015-08-03,0
0672-02D,2015-08-04,0
0672-02D,2015-08-05,0
0672-02D,2015-08-06,0
0672-02D,2015-08-07,0
0672-02D,2015-08-08,0
0672-02D,2015-08-09,0
0672-02D,2015-08-10,0
0672-02D,2015-08-11,1
0672-02D,2015-08-12,0
0672-02D,2015-08-13,0
0672-02D,2015-08-14,0
0672-02D,2015-08-15,0
0672-02D,2015-08-16,0
0672-02D,2015-08-17,0
0672-02D,2015-08-18,0
0672-02D,2015-08-19,0
0672-02D,2015-08-20,0
0672-02D,2015-08-21,0
0672-02D,2015-08-22,0
0672-02D,2015-08-23,0
0672-02D,2015-08-24,0
0672-02D,2015-08-25,0
0672-02D,2015-08-26,0
0672-02D,2015-08-27,0
0672-02D,2015-08-28,0
0672-02D,2015-08-29,0
0672-02D,2015-08-30,0
0672-02D,2015-08-31,0
0672-03D,2015-08-01,0
0672-03D,2015-08-02,0
0672-03D,2015-08-03,0
0672-03D,2015-08-04,0
0672-03D,2015-08-05,0
0672-03D,2015-08-06,0
0672-03D,2015-08-07,0
0672-03D,2015-08-08,0
0672-03D,2015-08-09,0
0672-03D,2015-08-10,0
0672-03D,2015-08-11,0
0672-03D,2015-08-12,0
0672-03D,2015-08-13,0
0672-03D,2015-08-14,0
0672-03D,2015-08-15,0
0672-03D,2015-08-16,0
0672-03D,2015-08-17,0
0672-03D,2015-08-18,0
0672-03D,2015-08-19,0
0672-03D,2015-08-20,0
0672-03D,2015-08-21,0
0672-03D,2015-08-22,0
0672-03D,2015-08-23,0
0672-03D,2015-08-24,0
0672-03D,2015-08-25,0
0672-03D,2015-08-26,0
0672-03D,2015-08-27,0
0672-03D,2015-08-28,0
0672-03D,2015-08-29,0
0672-03D,2015-08-30,0
0672-03D,2015-08-31,0
0801-01D,2015-08-01,0
0801-01D,2015-08-02,0
0801-01D,2015-08-03,0
0801-01D,2015-08-04,0
0801-01D,2015-08-05,0
0801-01D,2015-08-06,0
0801-01D,2015-08-07,0
0801-01D,2015-08-08,0
0801-01D,2015-08-09,0
0801-01D,2015-08-10,0
0801-01D,2015-08-11,0
0801-01D,2015-08-12,0
0801-01D,2015-08-13,0
0801-01D,2015-08-14,0
0801-01D,2015-08-15,0
0801-01D,2015-08-16,0
0801-01D,2015-08-17,0
0801-01D,2015-08-18,0
0801-01D,2015-08-19,0
0801-01D,2015-08-20,0
0801-01D,2015-08-21,0
0801-01D,2015-08-22,0
0801-01D,2015-08-23,0
0801-01D,2015-08-24,0
0801-01D,2015-08-25,0
0801-01D,2015-08-26,0
0801-01D,2015-08-27,0
0801-01D,2015-08-28,0
0801-01D,2015-08-29,0
0801-01D,2015-08-30,0
0801-01D,2015-08-31,0
0801-02D,2015-08-01,0
0801-02D,2015-08-02,0
0801-02D,2015-08-03,0
0801-02D,2015-08-04,0
0801-02D,2015-08-05,0
0801-02D,2015-08-06,0
0801-02D,2015-08-07,0
0801-02D,2015-08-08,0
0801-02D,2015-08-09,0
0801-02D,2015-08-10,0
0801-02D,2015-08-11,0
0801-02D,2015-08-12,0
0801-02D,2015-08-13,0
0801-02D,2015-08-14,0
0801-02D,2015-08-15,0
0801-02D,2015-08-16,0
0801-02D,2015-08-17,0
0801-02D,2015-08-18,0
0801-02D,2015-08-19,0
0801-02D,2015-08-20,0
0801-02D,2015-08-21,0
0801-02D,2015-08-22,0
0801-02D,2015-08-23,0
0801-02D,2015-08-24,0
0801-02D,2015-08-25,0
0801-02D,2015-08-26,0
0801-02D,2015-08-27,0
0801-02D,2015-08-28,0
0801-02D,2015-08-29,0
0801-02D,2015-08-30,0
0801-02D,2015-08-31,0
0801-03D,2015-08-01,0
0801-03D,2015-08-02,0
0801-03D,2015-08-03,0
0801-03D,2015-08-04,0
0801-03D,2015-08-05,0
0801-03D,2015-08-06,0
0801-03D,2015-08-07,0
0801-03D,2015-08-08,0
0801-03D,2015-08-09,0
0801-03D,2015-08-10,0
0801-03D,2015-08-11,0
0801-03D,2015-08-12,0
0801-03D,2015-08-13,0
0801-03D,2015-08-14,0
0801-03D,2015-08-15,0
0801-03D,2015-08-16,0
0801-03D,2015-08-17,0
0801-03D,2015-08-18,0
0801-03D,2015-08-19,0
0801-03D,2015-08-20,0
0801-03D,2015-08-21,0
0801-03D,2015-08-22,0
0801-03D,2015-08-23,0
0801-03D,2015-08-24,0
0801-03D,2015-08-25,0
0801-03D,2015-08-26,0
0801-03D,2015-08-27,0
0801-03D,2015-08-28,0
0801-03D,2015-08-29,0
0801-03D,2015-08-30,0
0801-03D,2015-08-31,0
0801-04D,2015-08-01,0
0801-04D,2015-08-02,0
0801-04D,2015-08-03,0
0801-04D,2015-08-04,0
0801-04D,2015-08-05,0
0801-04D,2015-08-06,0
0801-04D,2015-08-07,0
0801-04D,2015-08-08,0
0801-04D,2015-08-09,0
0801-04D,2015-08-10,0
0801-04D,2015-08-11,0
0801-04D,2015-08-12,0
0801-04D,2015-08-13,0
0801-04D,2015-08-14,0
0801-04D,2015-08-15,0
0801-04D,2015-08-16,0
0801-04D,2015-08-17,0
0801-04D,2015-08-18,0
0801-04D,2015-08-19,0
0801-04D,2015-08-20,0
0801-04D,2015-08-21,0
0801-04D,2015-08-22,0
0801-04D,2015-08-23,0
0801-04D,2015-08-24,0
0801-04D,2015-08-25,0
0801-04D,2015-08-26,0
0801-04D,2015-08-27,0
0801-04D,2015-08-28,0
0801-04D,2015-08-29,0
0801-04D,2015-08-30,0
0801-04D,2015-08-31,0
0801-05D,2015-08-01,1
0801-05D,2015-08-02,0
0801-05D,2015-08-03,0
0801-05D,2015-08-04,1
0801-05D,2015-08-05,1
0801-05D,2015-08-06,0
0801-05D,2015-08-07,0
0801-05D,2015-08-08,0
0801-05D,2015-08-09,0
0801-05D,2015-08-10,1
0801-05D,2015-08-11,1
0801-05D,2015-08-12,1
0801-05D,2015-08-13,1
0801-05D,2015-08-14,0
0801-05D,2015-08-15,0
0801-05D,2015-08-16,0
0801-05D,2015-08-17,1
0801-05D,2015-08-18,1
0801-05D,2015-08-19,0
0801-05D,2015-08-20,1
0801-05D,2015-08-21,1
0801-05D,2015-08-22,0
0801-05D,2015-08-23,0
0801-05D,2015-08-24,0
0801-05D,2015-08-25,0
0801-05D,2015-08-26,0
0801-05D,2015-08-27,0
0801-05D,2015-08-28,0
0801-05D,2015-08-29,0
0801-05D,2015-08-30,0
0801-05D,2015-08-31,0
0801-06D,2015-08-01,0
0801-06D,2015-08-02,0
0801-06D,2015-08-03,0
0801-06D,2015-08-04,0
0801-06D,2015-08-05,0
0801-06D,2015-08-06,0
0801-06D,2015-08-07,0
0801-06D,2015-08-08,0
0801-06D,2015-08-09,0
0801-06D,2015-08-10,0
0801-06D,2015-08-11,0
0801-06D,2015-08-12,0
0801-06D,2015-08-13,0
0801-06D,2015-08-14,0
0801-06D,2015-08-15,0
0801-06D,2015-08-16,0
0801-06D,2015-08-17,0
0801-06D,2015-08-18,0
0801-06D,2015-08-19,0
0801-06D,2015-08-20,0
0801-06D,2015-08-21,0
0801-06D,2015-08-22,0
0801-06D,2015-08-23,0
0801-06D,2015-08-24,0
0801-06D,2015-08-25,0
0801-06D,2015-08-26,0
0801-06D,2015-08-27,0
0801-06D,2015-08-28,0
0801-06D,2015-08-29,0
0801-06D,2015-08-30,0
0801-06D,2015-08-31,0
0801-07D,2015-08-01,0
0801-07D,2015-08-02,0
0801-07D,2015-08-03,0
0801-07D,2015-08-04,0
0801-07D,2015-08-05,0
0801-07D,2015-08-06,0
0801-07D,2015-08-07,0
0801-07D,2015-08-08,0
0801-07D,2015-08-09,0
0801-07D,2015-08-10,0
0801-07D,2015-08-11,0
0801-07D,2015-08-12,0
0801-07D,2015-08-13,0
0801-07D,2015-08-14,0
0801-07D,2015-08-15,0
0801-07D,2015-08-16,0
0801-07D,2015-08-17,0
0801-07D,2015-08-18,0
0801-07D,2015-08-19,0
0801-07D,2015-08-20,0
